full_name,selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Ritz ZXI,2.61,2010.0,Dealer,41000,Petrol,Manual,21.1,1197.0,85.8,5.0
Maruti Ertiga SHVS ZDI Plus,8.85,2017.0,Dealer,34000,Diesel,Manual,24.52,1248.0,88.5,7.0
Renault KWID 1.0 RXT BSIV,4.1,2019.0,Individual,10000,Petrol,Manual,23.01,999.0,67.0,5.0
Maruti Ertiga VXI CNG,5.99,2014.0,Dealer,53247,CNG,Manual,22.8,1373.0,80.9,7.0
Hyundai Xcent 1.2 VTVT S,5.6,2018.0,Individual,10000,Petrol,Manual,20.14,1197.0,81.86,5.0
Maruti Ritz VDi,5.35,2015.0,Dealer,55000,Diesel,Manual,23.2,1248.0,73.94,5.0
Tata Indica DLG,1.15,2007.0,Individual,60000,Diesel,Manual,17.5,1396.0,70.0,5.0
Honda City i VTEC SV,7.15,2015.0,Dealer,37000,Petrol,Manual,17.4,1497.0,117.3,5.0
Maruti Omni E MPI STD BS IV,1.4,2013.0,Individual,50000,Petrol,Manual,16.8,796.0,34.2,8.0
Maruti Vitara Brezza VDi,7.75,2017.0,Dealer,114000,Diesel,Manual,24.3,1248.0,88.5,5.0
Maruti Ertiga ZDI,7.35,2013.0,Dealer,61034,Diesel,Manual,20.77,1248.0,88.8,7.0
BMW X1 sDrive20d M Sport,13.5,2012.0,Dealer,69000,Diesel,Automatic,19.62,1998.0,190.0,5.0
Hyundai Santro Xing GLS,2.35,2008.0,Dealer,54000,Petrol,Manual,17.92,1086.0,62.1,5.0
Maruti Swift Dzire VXi AT,7.25,2018.0,Dealer,24381,Petrol,Automatic,18.5,1197.0,83.14,5.0
Mahindra XUV500 W10 2WD,16.5,2018.0,Dealer,68000,Diesel,Manual,16.0,2179.0,140.0,7.0
Honda Amaze VX i-DTEC,3.0,2014.0,Individual,92500,Diesel,Manual,25.8,1498.0,98.6,5.0
Honda Brio 1.2 S MT,3.35,2015.0,Dealer,19000,Petrol,Manual,18.5,1198.0,86.8,5.0
Tata Nexon 1.5 Revotorq XT,8.25,2017.0,Dealer,41000,Diesel,Manual,21.5,1497.0,108.5,5.0
Chevrolet Captiva LTZ VCDi,5.75,2010.0,Dealer,52000,Diesel,Automatic,12.5,1991.0,147.9,7.0
Volkswagen Polo 2015-2019 GT TSI,6.95,2016.0,Dealer,820000,Petrol,Automatic,17.21,1197.0,103.5,5.0
Tata Indica Vista Quadrajet LS,2.5,2009.0,Dealer,69000,Diesel,Manual,22.3,1248.0,74.0,5.0
Volkswagen Vento Magnific 1.6 Highline,5.0,2015.0,Individual,40000,Petrol,Manual,15.04,1598.0,103.2,5.0
Maruti Swift VDI,2.5,2011.0,Individual,120000,Diesel,Manual,22.9,1248.0,74.0,5.0
Hyundai i20 2015-2017 Magna 1.2,5.5,2015.0,Dealer,32000,Petrol,Manual,18.6,1197.0,81.83,5.0
Honda City i-VTEC V,8.35,2017.0,Dealer,70000,Petrol,Manual,17.4,1497.0,117.6,5.0
Honda WR-V i-VTEC VX,8.65,2019.0,Individual,30000,Petrol,Manual,17.5,1199.0,88.7,5.0
Maruti Ritz VDi,4.0,2012.0,Dealer,67000,Diesel,Manual,21.1,1248.0,73.9,5.0
Hyundai Grand i10 Magna Petrol BSIV,3.65,2015.0,Dealer,54000,Petrol,Manual,18.9,1197.0,81.86,5.0
Toyota Fortuner 2016-2021 2.8 2WD AT,25.99,2017.0,Dealer,56000,Diesel,Automatic,12.9,2755.0,174.5,7.0
Mercedes-Benz GLE Class 350d,36.95,2016.0,Dealer,111000,Diesel,Automatic,11.57,2987.0,254.79,5.0
BMW 3 Series 320d,10.4,2010.0,Dealer,95000,Diesel,Automatic,13.2,1995.0,170.0,5.0
Maruti Baleno Alpha 1.2,7.7,2017.0,Dealer,26000,Petrol,Manual,21.4,1197.0,83.1,5.0
Maruti Swift Dzire VXI,4.5,2014.0,Dealer,70000,Petrol,Manual,19.1,1197.0,85.8,5.0
Maruti Swift Dzire ZXI,5.11,2014.0,Dealer,55000,Petrol,Manual,20.85,1197.0,83.14,5.0
Hyundai Creta 1.6 VTVT AT SX Plus,10.25,2016.0,Dealer,25286,Petrol,Automatic,13.0,1591.0,121.3,5.0
Honda CR-V 2.4 MT,5.35,2010.0,Dealer,137000,Petrol,Manual,10.8,2354.0,152.0,5.0
Mahindra XUV500 W4,10.0,2015.0,Individual,186000,Diesel,Manual,15.1,2179.0,140.0,7.0
Tata Indigo LS,1.2,2008.0,Individual,120000,Diesel,Manual,17.0,1405.0,70.0,5.0
Toyota Camry Hybrid,20.0,2015.0,Individual,60000,Electric,Automatic,19.16,2494.0,157.7,5.0
Mercedes-Benz M-Class ML 250 CDI,27.9,2015.0,Dealer,58000,Diesel,Automatic,15.26,2143.0,203.2,5.0
Hyundai Santro Asta,5.25,2018.0,Dealer,2925,Petrol,Manual,20.3,1086.0,68.07,5.0
Tata Nano Twist XT,1.95,2014.0,Dealer,29000,Petrol,Manual,25.4,624.0,37.5,4.0
Tata Harrier XZ BSIV,17.11,2019.0,Dealer,13000,Diesel,Manual,17.0,1956.0,138.1,5.0
Maruti Swift VDI BSIV,4.0,2011.0,Individual,70000,Diesel,Manual,17.8,1248.0,5.0,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,7.75,2011.0,Dealer,213141,Diesel,Manual,12.8,2494.0,102.0,7.0
Ford Ecosport 2015-2021 1.5 Petrol Titanium,8.75,2018.0,Dealer,16000,Petrol,Manual,15.9,1496.0,120.69,5.0
Hyundai i20 1.2 Magna,5.4,2016.0,Dealer,8500,Petrol,Manual,18.5,1197.0,80.0,5.0
Hyundai Creta 1.6 CRDi SX,8.0,2016.0,Individual,60000,Diesel,Manual,19.67,1582.0,126.2,5.0
Honda City i DTec SV,8.5,2017.0,Individual,35000,Diesel,Manual,26.0,1498.0,98.6,5.0
Volkswagen Polo 1.2 MPI Highline,4.75,2015.0,Dealer,38000,Petrol,Manual,16.47,1198.0,74.0,5.0
Hyundai EON Era Plus,2.9,2017.0,Individual,10000,Petrol,Manual,21.1,814.0,55.2,5.0
Honda Amaze S i-Vtech,4.65,2015.0,Dealer,73000,Petrol,Manual,18.0,1198.0,86.7,5.0
Hyundai Grand i10 Sportz,5.35,2016.0,Dealer,28500,Petrol,Manual,18.9,1197.0,82.0,5.0
Hyundai i20 1.4 Asta,7.5,2018.0,Individual,114252,Diesel,Manual,22.54,1396.0,88.73,5.0
Renault KWID RXT,2.95,2016.0,Dealer,26844,Petrol,Manual,25.17,799.0,53.3,5.0
Skoda Rapid 1.5 TDI AT Style BSIV,9.9,2018.0,Dealer,60000,Diesel,Automatic,21.72,1498.0,108.6,5.0
Hyundai i20 Petrol CVT Asta,8.95,2018.0,Dealer,29000,Petrol,Automatic,17.4,1197.0,81.86,5.0
BMW 5 Series 530d Highline Sedan,16.95,2010.0,Dealer,90000,Diesel,Automatic,11.5,2993.0,235.0,5.0
Tata Zest Quadrajet 1.3 XMS,3.55,2015.0,Dealer,58000,Diesel,Manual,23.0,1248.0,88.7,5.0
Maruti Swift VDI,4.85,2012.0,Dealer,112755,Diesel,Manual,22.9,1248.0,74.0,5.0
Maruti Wagon R VXI,3.2,2014.0,Dealer,43932,Petrol,Manual,20.51,998.0,67.04,5.0
Maruti Ritz VXi,3.2,2014.0,Individual,100000,Petrol,Manual,18.5,1197.0,85.8,5.0
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,16.25,2016.0,Dealer,56000,Diesel,Manual,13.68,2393.0,147.8,7.0
Honda City V MT,8.5,2018.0,Dealer,29000,Petrol,Manual,17.4,1497.0,117.6,5.0
Hyundai Grand i10 1.2 CRDi Magna,5.0,2017.0,Individual,38465,Diesel,Manual,24.0,1186.0,73.97,5.0
Nissan Micra Active XV S,4.5,2018.0,Individual,25000,Petrol,Manual,19.49,1198.0,67.04,5.0
Toyota Yaris V CVT BSIV,10.5,2018.0,Individual,25000,Petrol,Automatic,17.8,1496.0,105.5,5.0
Mahindra Bolero 2011-2019 SLX,5.5,2015.0,Individual,90000,Diesel,Manual,15.96,2523.0,62.1,7.0
Maruti Ritz VXi (ABS) BS IV,4.75,2015.0,Dealer,56458,Petrol,Manual,18.5,1197.0,85.8,5.0
Nissan Sunny XL AT Special Edition,4.41,2015.0,Dealer,57468,Petrol,Automatic,17.97,1498.0,99.6,5.0
Hyundai Venue SX Turbo,10.25,2019.0,Dealer,14500,Petrol,Manual,18.27,998.0,118.35,5.0
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,13.75,2017.0,Dealer,65000,Diesel,Manual,13.68,2393.0,147.8,7.0
BMW 5 Series 520d Sedan,12.5,2011.0,Dealer,70000,Diesel,Automatic,18.48,17.0,5.0,5.0
Mahindra Scorpio 1.99 S10,10.9,2017.0,Dealer,37000,Diesel,Manual,15.4,1997.0,120.0,7.0
Hyundai i10 Magna,3.85,2014.0,Dealer,96000,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Wagon R LXI CNG,4.15,2016.0,Dealer,36044,CNG,Manual,26.6,998.0,58.16,5.0
Mahindra XUV500 W9 BSIV,15.5,2019.0,Individual,10000,Diesel,Manual,15.1,2179.0,152.87,7.0
Toyota Fortuner 4x2 Manual,12.5,2013.0,Dealer,72000,Diesel,Manual,13.0,2982.0,168.5,7.0
Volkswagen Ameo 1.5 TDI Highline,5.75,2016.0,Dealer,13572,Diesel,Manual,21.66,1498.0,108.62,5.0
Mahindra KUV100 NXT D75 K6 Plus,7.0,2019.0,Individual,5000,Diesel,Manual,25.32,1198.0,77.0,6.0
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,8.11,2018.0,Dealer,28000,Diesel,Manual,23.0,1498.0,98.96,5.0
Maruti Swift VDI,4.75,2012.0,Dealer,78000,Diesel,Manual,22.9,1248.0,74.0,5.0
Maruti SX4 VDI,3.4,2011.0,Individual,77000,Diesel,Manual,21.5,1248.0,88.8,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,10.25,2015.0,Dealer,79825,Diesel,Automatic,17.01,1582.0,126.2,5.0
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,6.5,2015.0,Individual,70000,Diesel,Manual,22.77,1498.0,98.59,5.0
Skoda Octavia Elegance 2.0 TDI AT,10.75,2014.0,Dealer,35000,Diesel,Automatic,19.3,1968.0,141.0,5.0
Hyundai Verna 1.4 VTVT,3.9,2013.0,Individual,120000,Petrol,Manual,17.43,1396.0,105.5,5.0
Maruti Ertiga VXI CNG,6.4,2015.0,Dealer,81000,CNG,Manual,22.8,1373.0,80.9,7.0
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,6.25,2017.0,Individual,60000,Diesel,Manual,22.54,1396.0,88.73,5.0
Tata Zest Revotron 1.2T XM,4.25,2018.0,Dealer,5000,Petrol,Manual,17.57,1193.0,88.7,5.0
Toyota Platinum Etios VXD Limited Edition,7.9,2018.0,Individual,70000,Diesel,Manual,23.59,1364.0,67.04,5.0
Volkswagen Jetta 2.0L TDI Highline AT,5.95,2012.0,Dealer,95000,Diesel,Automatic,16.96,1968.0,138.1,5.0
Maruti Alto K10 VXI,3.9,2017.0,Individual,23000,Petrol,Manual,23.95,998.0,67.05,5.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,7.0,2018.0,Dealer,14000,Petrol,Manual,17.0,1198.0,74.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,10.95,2015.0,Dealer,51452,Diesel,Manual,12.99,2494.0,100.6,8.0
Maruti Swift Dzire Tour 2012-2018 LDI,5.3,2015.0,Dealer,105240,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti Celerio VDI Optional,3.99,2016.0,Dealer,87187,Diesel,Manual,27.62,793.0,47.0,5.0
Skoda Superb 3.6 FXI 4X4,4.99,2009.0,Dealer,68000,Petrol,Automatic,12.0,3597.0,260.0,5.0
Volkswagen Polo 2015-2019 1.2 MPI Highline,6.95,2017.0,Dealer,27000,Petrol,Manual,16.2,1199.0,74.0,5.0
Maruti Ertiga 1.5 VDI,7.4,2017.0,Dealer,50000,Diesel,Manual,24.2,1498.0,93.87,7.0
Honda City ZX CVT,11.85,2018.0,Dealer,21000,Petrol,Automatic,17.4,1497.0,117.6,5.0
Datsun GO Plus A EPS,4.1,2018.0,Individual,35000,Petrol,Manual,19.44,1198.0,67.0,7.0
Hyundai Grand i10 Magna,4.0,2015.0,Individual,100000,Petrol,Manual,18.9,1197.0,82.0,5.0
Honda WR-V i-DTEC VX,9.5,2018.0,Individual,20000,Diesel,Manual,25.5,1498.0,98.6,5.0
Audi A4 2.0 TDI Multitronic,16.5,2012.0,Dealer,40000,Diesel,Automatic,16.55,1968.0,140.0,5.0
Honda City 1.5 S MT,2.72,2009.0,Dealer,65000,Petrol,Manual,17.0,1497.0,118.0,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,9.5,2017.0,Individual,35000,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai Elantra SX AT,6.3,2013.0,Dealer,75000,Petrol,Automatic,14.5,1797.0,147.5,5.0
Hyundai i20 Sportz Option 1.4 CRDi,6.25,2015.0,Dealer,76430,Diesel,Manual,22.54,1396.0,88.73,5.0
Maruti Wagon R CNG LXI BSIV,4.0,2017.0,Trustmark Dealer,28763,CNG,Manual,33.54,998.0,67.04,5.0
Honda City 1.5 V MT Sunroof,7.85,2015.0,Dealer,55000,Petrol,Manual,16.8,1497.0,116.3,5.0
Mitsubishi Pajero Sport 4X4,11.0,2014.0,Individual,173000,Diesel,Manual,13.5,2477.0,175.56,7.0
Mercedes-Benz E-Class 280 CDI,10.5,2009.0,Dealer,96000,Diesel,Automatic,11.0,2987.0,198.5,5.0
Ford Endeavour 2.2 Trend MT 4X2,20.9,2016.0,Dealer,70000,Diesel,Manual,13.5,2198.0,157.7,7.0
Mercedes-Benz C-Class C 200 CGI,28.0,2016.0,Dealer,28594,Petrol,Automatic,14.74,1991.0,184.0,5.0
Mahindra Scorpio VLX 2WD Airbag BSIII,6.15,2012.0,Dealer,115000,Diesel,Manual,12.05,2179.0,120.0,8.0
Renault Duster 110PS Diesel RxZ,5.91,2014.0,Dealer,63000,Diesel,Manual,19.01,1461.0,108.45,5.0
Hyundai Santro Sportz AMT BSIV,5.4,2019.0,Individual,15000,Petrol,Automatic,20.3,1086.0,68.0,5.0
Hyundai Creta 1.6 CRDi SX,11.5,2016.0,Individual,62000,Diesel,Manual,19.67,1582.0,126.2,5.0
Skoda Rapid 1.5 TDI AT Elegance,7.15,2015.0,Dealer,58900,Diesel,Automatic,21.66,1498.0,103.52,5.0
Renault Duster 85PS Diesel RxL,6.65,2015.0,Dealer,59000,Diesel,Manual,19.87,1461.0,83.8,5.0
Hyundai Verna CRDi 1.6 SX,11.5,2018.0,Individual,60000,Diesel,Manual,22.0,1582.0,126.2,5.0
Maruti A Star AT VXI,2.65,2012.0,Dealer,40607,Petrol,Automatic,16.98,998.0,66.1,5.0
Datsun GO Plus Remix Limited Edition,3.49,2018.0,Dealer,10177,Petrol,Manual,20.62,1198.0,67.0,7.0
Maruti Swift Dzire ZDi,3.25,2008.0,Individual,110000,Diesel,Manual,19.3,1248.0,73.9,5.0
Hyundai Grand i10 Asta Option AT,4.6,2014.0,Dealer,42000,Petrol,Automatic,18.9,1197.0,82.0,5.0
Maruti Swift Dzire AMT VXI,6.3,2017.0,Individual,25000,Petrol,Automatic,21.21,1197.0,81.8,5.0
Hyundai i10 Magna 1.2,3.25,2010.0,Dealer,44400,Petrol,Manual,20.36,1197.0,78.9,5.0
Maruti Wagon R LXI BS IV,2.75,2010.0,Dealer,82000,Petrol,Manual,18.9,998.0,67.1,5.0
Ford Figo Diesel Titanium,2.85,2010.0,Dealer,89254,Diesel,Manual,20.0,1399.0,68.0,5.0
Renault Captur 1.5 Diesel Platine,12.0,2018.0,Individual,15000,Diesel,Manual,20.37,1461.0,108.45,5.0
Honda City i-VTEC V,9.25,2018.0,Dealer,16000,Petrol,Manual,17.4,1497.0,117.6,5.0
Maruti Swift VXi BSIV,4.8,2015.0,Dealer,82000,Petrol,Manual,16.1,1197.0,85.0,5.0
Maruti Swift ZDI,7.5,2018.0,Dealer,43089,Diesel,Manual,28.4,1248.0,74.0,5.0
Mahindra Bolero 2011-2019 ZLX BSIII,8.5,2013.0,Dealer,22000,Diesel,Manual,15.96,2523.0,62.1,7.0
Hyundai Creta 1.6 CRDi SX Option,11.75,2017.0,Individual,50000,Diesel,Manual,19.67,1582.0,126.2,5.0
Volkswagen Ameo 1.5 TDI Comfortline AT,5.7,2017.0,Dealer,54000,Diesel,Automatic,22.0,1498.0,108.495,5.0
Maruti Alto K10 2010-2014 VXI,2.25,2011.0,Individual,60000,Petrol,Manual,20.92,998.0,67.1,5.0
Hyundai Creta 1.6 CRDi SX Plus,11.0,2016.0,Dealer,64000,Diesel,Manual,19.67,1582.0,126.2,5.0
Skoda Rapid 1.5 TDI Ambition Plus,4.5,2015.0,Individual,132000,Diesel,Manual,21.14,1498.0,103.6,5.0
Honda City i DTEC S,6.0,2014.0,Individual,63000,Diesel,Manual,26.0,1498.0,98.6,5.0
Hyundai Creta 1.6 CRDi SX Option,10.5,2016.0,Individual,105000,Diesel,Manual,19.67,1582.0,126.2,5.0
Renault KWID 1.0 RXT Optional,4.1,2018.0,Individual,15000,Petrol,Manual,23.01,999.0,67.0,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,9.17,2015.0,Dealer,84918,Diesel,Automatic,17.01,1582.0,126.2,5.0
Honda City V AT,4.75,2010.0,Dealer,78000,Petrol,Automatic,15.6,1497.0,116.3,5.0
Maruti Wagon R LXI CNG Optional,3.15,2016.0,Individual,65000,CNG,Manual,26.6,998.0,58.16,5.0
BMW 3 Series 320d Sport Line,21.5,2014.0,Dealer,89000,Diesel,Automatic,18.88,1995.0,184.0,5.0
Maruti Swift 1.3 VXi,1.69,2007.0,Dealer,87000,Petrol,Manual,16.1,1476.3274007038713,5.0,5.0
Maruti Zen Estilo LXI BS IV,3.05,2012.0,Dealer,46300,Petrol,Manual,19.0,998.0,67.1,5.0
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,15.5,2017.0,Individual,30000,Diesel,Manual,13.68,2393.0,147.8,8.0
Honda BRV i-VTEC VX MT,9.5,2017.0,Individual,31000,Petrol,Manual,15.4,1497.0,117.3,7.0
Nissan Micra XV CVT,4.65,2014.0,Dealer,53800,Petrol,Automatic,19.34,1198.0,76.0,5.0
Maruti Ciaz Alpha 1.5,7.4,2016.0,Dealer,49184,Diesel,Manual,26.82,1498.0,93.87,5.0
Maruti Swift Dzire VDI,7.2,2017.0,Individual,79315,Diesel,Manual,28.4,1248.0,74.02,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,11.75,2013.0,Dealer,148712,Diesel,Manual,12.99,2494.0,100.6,7.0
Tata Tiago 1.2 Revotron XT,4.5,2016.0,Dealer,13552,Petrol,Manual,23.84,1199.0,84.0,5.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,5.0,2018.0,Individual,15000,Petrol,Manual,18.9,1197.0,81.86,5.0
Tata Safari Storme EX,4.0,2013.0,Individual,110000,Diesel,Manual,14.0,2179.0,138.1,7.0
Ford Figo Diesel LXI,2.5,2011.0,Individual,150000,Diesel,Manual,20.0,1399.0,68.0,5.0
Maruti Wagon R CNG LXI BSIV,4.5,2017.0,Individual,30000,CNG,Manual,33.54,998.0,67.04,5.0
Hyundai i20 Active 1.2 S,7.2,2016.0,Individual,17000,Petrol,Manual,17.19,1197.0,81.86,5.0
Toyota Innova 2.5 GX 8 STR,5.75,2010.0,Dealer,106868,Diesel,Manual,12.8,2494.0,102.0,8.0
Hyundai Grand i10 1.2 Kappa Asta,4.15,2014.0,Dealer,20587,Petrol,Manual,18.9,1197.0,81.86,5.0
Maruti Wagon R LXI BS IV,3.89,2013.0,Dealer,17568,Petrol,Manual,18.9,998.0,67.1,5.0
Maruti SX4 Vxi BSIV,2.5,2010.0,Dealer,42656,Petrol,Manual,15.5,1586.0,103.3,5.0
Tata Nexon 1.2 Revotron XM,6.0,2018.0,Individual,30000,Petrol,Manual,17.0,1198.0,108.5,5.0
Skoda Laura 1.9 TDI MT Ambiente,3.0,2009.0,Individual,175000,Diesel,Manual,17.0,1896.0,105.0,5.0
Maruti Celerio ZDi Option,3.5,2015.0,Dealer,64000,Diesel,Manual,27.62,793.0,47.0,5.0
Datsun RediGO Sport,2.0,2017.0,Individual,30000,Petrol,Manual,22.7,799.0,53.0,5.0
Mahindra XUV500 R W10 FWD,16.85,2018.0,Dealer,31324,Diesel,Manual,16.0,2179.0,140.0,7.0
Mahindra Thar 4X4,7.5,2016.0,Dealer,49000,Diesel,Manual,16.55,2498.0,105.0,7.0
Tata Indica eLS,2.9,2015.0,Individual,73500,Diesel,Manual,25.0,1396.0,69.0,5.0
Maruti Alto LXi,1.8,2012.0,Individual,57000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti 800 DX,0.45946,1998.0,Individual,70000,Petrol,Manual,16.1,796.0,37.0,4.0
Tata Zest Revotron 1.2T XMS,3.75,2016.0,Individual,25000,Petrol,Manual,17.57,1193.0,88.7,5.0
Maruti Zen Estilo Sports,1.5,2008.0,Individual,50000,Petrol,Manual,16.9,1061.0,64.9,5.0
Maruti Baleno Delta 1.2,6.6,2018.0,Dealer,36790,Petrol,Manual,21.4,1197.0,83.1,5.0
Mercedes-Benz S-Class S 350 CDI,55.0,2015.0,Individual,27000,Diesel,Automatic,13.5,2987.0,254.79,5.0
Land Rover Discovery Sport 2015-2020 TD4 HSE,26.75,2016.0,Dealer,128000,Diesel,Automatic,12.63,2179.0,147.5,5.0
Toyota Corolla Altis 1.8 VL CVT,18.25,2018.0,Dealer,11000,Petrol,Automatic,14.28,1798.0,138.03,5.0
Ford Figo Petrol Titanium,3.8,2014.0,Individual,69800,Petrol,Manual,15.6,1196.0,70.02,5.0
Renault KWID AMT RXL,3.85,2017.0,Dealer,35017,Petrol,Automatic,24.04,999.0,67.0,5.0
Hyundai i20 Sportz 1.4 CRDi,7.65,2018.0,Dealer,46432,Diesel,Manual,21.9,1396.0,88.76,5.0
Renault KWID 1.0 RXT Optional,3.35,2019.0,Individual,25000,Petrol,Manual,23.01,999.0,67.0,5.0
Hyundai i20 1.2 Sportz,3.85,2011.0,Dealer,52846,Petrol,Manual,17.0,1197.0,80.0,5.0
Hyundai Santa Fe 4X4,11.5,2013.0,Dealer,72000,Diesel,Manual,14.66,2199.0,194.3,7.0
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,16.49,2016.0,Dealer,58000,Diesel,Automatic,11.36,2755.0,171.5,8.0
Maruti A Star Vxi,2.95,2010.0,Dealer,44500,Petrol,Manual,19.0,998.0,66.1,5.0
Mahindra Bolero 2011-2019 EX NON AC,4.99,2015.0,Individual,145000,Diesel,Manual,15.96,2523.0,62.1,7.0
Chevrolet Beat Diesel LS,1.2,2012.0,Individual,69000,Diesel,Manual,25.44,936.0,57.6,5.0
Mahindra XUV500 2011-2015 W8 FWD,7.75,2012.0,Dealer,100000,Diesel,Manual,15.1,2179.0,140.0,7.0
Volkswagen Passat 1.8 TSI MT,5.0,2010.0,Individual,50000,Petrol,Manual,14.3,1798.0,160.0,5.0
Volkswagen Polo Diesel Trendline 1.2L,2.4,2012.0,Dealer,55000,Diesel,Manual,22.07,1199.0,73.9,5.0
Hyundai Grand i10 Magna AT,5.0,2017.0,Dealer,46758,Petrol,Automatic,18.9,1197.0,82.0,5.0
Maruti Eeco CNG 5 Seater AC,2.3,2010.0,Dealer,106000,CNG,Manual,20.88,1196.0,61.7,5.0
Honda Jazz 1.2 V AT i VTEC,7.75,2017.0,Dealer,20282,Petrol,Automatic,19.0,1199.0,88.7,5.0
Mercedes-Benz C-Class C 200 Kompressor Elegance AT,12.75,2012.0,Dealer,63000,Petrol,Automatic,11.74,1796.0,186.0,5.0
Honda Jazz 1.2 SV i VTEC,5.45,2016.0,Dealer,39000,Petrol,Manual,18.7,1199.0,88.7,5.0
Skoda Rapid 1.6 MPI Elegance,4.05,2013.0,Dealer,34000,Petrol,Manual,15.0,1598.0,103.5,5.0
Maruti Swift Dzire ZXI,6.9,2017.0,Dealer,52000,Petrol,Manual,20.85,1197.0,83.14,5.0
Maruti Swift Dzire VXI 1.2 BS IV,7.15,2018.0,Dealer,17000,Petrol,Manual,22.0,1197.0,81.8,5.0
Maruti Swift Dzire VDI,3.5,2014.0,Individual,210000,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti SX4 S Cross DDiS 200 Zeta,7.0,2016.0,Individual,40000,Diesel,Manual,23.65,1248.0,88.5,5.0
Maruti Estilo LXI,1.5,2010.0,Individual,99000,Petrol,Manual,19.5,1061.0,5.0,5.0
Hyundai i20 Asta Option 1.2,6.35,2016.0,Dealer,61000,Petrol,Manual,18.6,1197.0,81.83,5.0
Honda BRV i-VTEC V MT,6.0,2016.0,Individual,80000,Petrol,Manual,15.4,1497.0,117.3,7.0
Maruti Swift Dzire Vdi BSIV,5.05,2012.0,Individual,70000,Diesel,Manual,19.3,1248.0,73.9,5.0
Hyundai i20 Asta 1.4 CRDi,5.55,2015.0,Dealer,74000,Diesel,Manual,22.54,1396.0,88.73,5.0
Chevrolet Aveo U-VA 1.2 LS,1.7,2013.0,Dealer,34994,Petrol,Manual,15.26,1150.0,74.9,5.0
Honda City i DTec SV,8.75,2017.0,Individual,23000,Diesel,Manual,26.0,1498.0,98.6,5.0
Maruti A Star Vxi,1.85,2011.0,Dealer,124000,Petrol,Manual,19.0,998.0,66.1,5.0
Toyota Etios Liva G,2.55,2011.0,Dealer,26757,Petrol,Manual,18.3,1197.0,5.0,5.0
Volkswagen Polo 1.5 TDI Comfortline,6.0,2014.0,Individual,40000,Diesel,Manual,20.14,1498.0,88.8,5.0
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,20.5,2019.0,Individual,15000,Diesel,Manual,13.68,2393.0,147.8,8.0
Kia Seltos GTX Plus,18.4,2019.0,Dealer,20999,Petrol,Manual,16.1,1353.0,138.0,5.0
Hyundai i20 Magna,2.0,2010.0,Individual,120000,Petrol,Manual,18.5,1197.0,80.0,5.0
Ford Fiesta Classic 1.6 Duratec LXI,2.5,2011.0,Individual,87066,Petrol,Manual,15.3,1596.0,99.6,5.0
Honda City i VTEC CVT VX,7.75,2015.0,Dealer,47000,Petrol,Automatic,18.0,1497.0,117.3,5.0
Maruti Wagon R VXI BS IV with ABS,4.45,2015.0,Dealer,45243,Petrol,Manual,18.9,998.0,67.1,5.0
Maruti Swift Dzire VXI 1.2,6.5,2018.0,Dealer,35000,Petrol,Manual,21.21,1197.0,81.8,5.0
Maruti Swift 1.2 DLX (Only Delhi),4.45,2017.0,Dealer,51234,Petrol,Manual,20.4,1197.0,81.8,5.0
Hyundai Creta 1.4 E Plus,9.5,2018.0,Individual,98000,Diesel,Manual,22.1,1396.0,88.7,5.0
Fiat Linea Classic 1.3 Multijet,2.55,2014.0,Individual,100000,Diesel,Manual,19.5,1248.0,75.0,5.0
Mahindra Scorpio S2 9 Seater,8.25,2016.0,Individual,120000,Diesel,Manual,15.4,2523.0,75.0,9.0
Tata Nano LX,1.33,2013.0,Dealer,48230,Petrol,Manual,25.4,624.0,37.48,4.0
Mahindra Scorpio S2,7.0,2015.0,Dealer,80000,Diesel,Manual,15.4,2523.0,75.0,7.0
Tata Tiago 1.2 Revotron XZ,5.25,2018.0,Individual,49500,Petrol,Manual,23.84,1199.0,84.0,5.0
Toyota Fortuner 3.0 Diesel,8.5,2011.0,Individual,120000,Diesel,Manual,11.5,2982.0,171.0,7.0
